Const,Your Rating,Date Rated,Title,Directors,Actors,Country,Year,Genres,Douban Rating,Num Votes,MyComment,URL,Cover URL,douban_id
tt0467406,3,2019-05-10,朱诺,贾森·雷特曼,"艾利奥特·佩吉, 迈克尔·塞拉, 詹妮弗·加纳",美国 加拿大,2007,"剧情, 喜剧, 爱情",7.8,241195,,https://movie.douban.com/subject/2132495/,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p583934580.jpg,2132495
tt0409459,5,2019-05-09,守望者,扎克·施奈德,"帕特里克·威尔森, 卡拉·古奇诺, 比利·克鲁德普",美国,2009,"动作, 科幻, 悬疑",8.6,235528,看他之前，只有蝙蝠侠让我感受到并不是只有正反两派,https://movie.douban.com/subject/1972698/,https://img3.doubanio.com/view/photo/m_ratio_poster/public/p1663601927.jpg,1972698
tt0045152,5,2019-05-08,雨中曲,"斯坦利·多南, 吉恩·凯利","吉恩·凯利, 唐纳德·奥康纳, 黛比·雷诺斯",美国,1952,"喜剧, 爱情, 歌舞",9.1,260257,电影比这个名字和封面有趣,https://movie.douban.com/subject/1293460/,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p1612355875.jpg,1293460
tt0450188,4,2019-05-07,玫瑰人生,奥利维埃·达昂,"玛丽昂·歌迪亚, 西尔维·泰斯蒂, 帕斯卡尔·格雷戈里",法国 英国 捷克,2007,"剧情, 爱情, 音乐",8.3,99760,女主演技，就是作为传记片不太接受这个节奏,https://movie.douban.com/subject/1898223/,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p2447868310.jpg,1898223
tt0317919,3,2019-05-04,碟中谍3,J·J·艾布拉姆斯,"汤姆·克鲁斯, 菲利普·塞默·霍夫曼, 文·瑞姆斯",美国 德国 中国大陆 意大利,2006,"动作, 惊悚, 冒险",7.7,219702,,https://movie.douban.com/subject/1401533/,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p1660207008.jpg,1401533
tt4934870,4,2019-05-04,濑户内海,大森立嗣,"池松壮亮, 菅田将晖, 中条彩未",日本,2016,"剧情, 喜剧",8.3,121182,,https://movie.douban.com/subject/26362351/,https://img3.doubanio.com/view/photo/m_ratio_poster/public/p2318231103.jpg,26362351
tt1013752,4,2019-05-04,速度与激情4,林诣彬,"范·迪塞尔, 保罗·沃克, 米歇尔·罗德里格兹",美国,2009,"动作, 犯罪",7.8,187778,,https://movie.douban.com/subject/2132930/,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p2230413708.jpg,2132930
tt0075314,5,2019-04-29,出租车司机,马丁·斯科塞斯,"罗伯特·德尼罗, 朱迪·福斯特, 斯碧尔·谢波德",美国,1976,"剧情, 犯罪",8.6,245451,前面的尬聊讨好和带女生看色情电影有点反感，后来转变态度的时候突然觉得能理解了,https://movie.douban.com/subject/1292222/,https://img3.doubanio.com/view/photo/m_ratio_poster/public/p792510233.jpg,1292222
tt4154796,4,2019-04-27,复仇者联盟4：终局之战,"安东尼·罗素, 乔·罗素","小罗伯特·唐尼, 克里斯·埃文斯, 克里斯·海姆斯沃斯",美国,2019,"剧情, 动作, 科幻",8.5,1134430,圆满谢幕吧虽然也不是很圆满,https://movie.douban.com/subject/26100958/,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p2550755859.jpg,26100958
tt7080138,4,2019-04-23,祈祷落幕时,福泽克雄,"阿部宽, 松岛菜菜子, 沟端淳平",日本,2018,"剧情, 悬疑",7.9,173966,"东野圭吾很擅长拿个人生命为某人奉献的故事,电影演绎不错，就是故事套路没那么震撼了",https://movie.douban.com/subject/27040737/,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p2552073598.jpg,27040737
tt0808506,4,2019-04-20,穿越时空的少女,细田守,"仲里依纱, 石田卓也, 板仓光隆",日本,2006,"剧情, 爱情, 科幻",8.6,425593,,https://movie.douban.com/subject/1937946/,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p2916690139.jpg,1937946
tt2062700,3,2019-04-18,歌声不绝,泰伦斯·马力克,"瑞恩·高斯林, 鲁妮·玛拉, 迈克尔·法斯宾德",美国,2017,"剧情, 音乐",5.6,7251,,https://movie.douban.com/subject/6854414/,https://img2.doubanio.com/view/photo/m_ratio_poster/public/p2430385341.jpg,6854414
tt3658012,5,2019-04-17,权力的游戏 第五季,"迈克尔·斯洛维斯, 马克·梅罗德, 杰雷米·波德斯瓦, 米格尔·萨普什尼克, 大卫·努特尔","艾米莉亚·克拉克, 彼特·丁拉基, 基特·哈灵顿",美国,2015,"剧情, 奇幻, 冒险",9.4,216682,,https://movie.douban.com/subject/25826612/,https://img3.doubanio.com/view/photo/m_ratio_poster/public/p2230256732.jpg,25826612
tt1971833,4,2019-04-17,权力的游戏  第二季,"阿兰·泰勒, 阿利克·萨哈罗夫, 大卫·彼特拉克, 大卫·努特尔, 尼尔·马歇尔","麦茜·威廉姆斯, 艾米莉亚·克拉克, 理查德·麦登",美国 英国,2012,"剧情, 奇幻, 冒险",9.5,283661,,https://movie.douban.com/subject/6558062/,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p1441478479.jpg,6558062
tt2178782,5,2019-04-17,权力的游戏 第三季,"丹尼尔·米纳汉, 戴维·贝尼奥夫, 艾利克斯·格雷夫斯, 阿利克·萨哈罗夫, 米歇尔·麦克拉伦, 大卫·努特尔","麦茜·威廉姆斯, 艾米莉亚·克拉克, 理查德·麦登",美国 英国,2013,"剧情, 奇幻, 冒险",9.5,254507,,https://movie.douban.com/subject/10590706/,https://img3.doubanio.com/view/photo/m_ratio_poster/public/p1884199062.jpg,10590706
tt2816136,5,2019-04-17,权力的游戏 第四季,"D·B·威斯, 艾利克斯·格雷夫斯, 米歇尔·麦克拉伦, 阿利克·萨哈罗夫, 尼尔·马歇尔","彼特·丁拉基, 尼古拉·科斯特-瓦尔道, 琳娜·海蒂",美国 英国,2014,"剧情, 奇幻, 冒险",9.6,242715,,https://movie.douban.com/subject/23232876/,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p2172313849.jpg,23232876
tt0291350,5,2019-04-15,千年女优,今敏,"庄司美代子, 小山茉美, 折笠富美子",日本,2001,"剧情, 爱情, 动画",8.8,309893,,https://movie.douban.com/subject/1307394/,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2215102596.jpg,1307394
tt0116962,5,2019-04-14,麻将,杨德昌,"柯宇纶, 张震, 唐从圣",中国台湾,1996,"剧情, 喜剧",8.7,61121,,https://movie.douban.com/subject/1297418/,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2873829595.jpg,1297418
tt0335266,4,2019-04-13,迷失东京,索菲亚·科波拉,"斯嘉丽·约翰逊, 比尔·默瑞, 吉奥瓦尼·瑞比西",美国 日本,2003,"剧情, 爱情",7.8,245150,,https://movie.douban.com/subject/1291835/,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2559897495.jpg,1291835
tt0343660,4,2019-04-12,初恋50次,彼得·西格尔,"亚当·桑德勒, 德鲁·巴里摩尔, 罗伯·施奈德",美国,2004,"喜剧, 爱情",7.9,290059,,https://movie.douban.com/subject/1309172/,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p480949516.jpg,1309172
tt1907704,4,2019-04-11,调音师(短片),奥利维耶·特雷内,"格雷戈瓦·勒普兰斯-林盖, 达尼埃莱·莱布伦, 格莱高利·嘉德波瓦",法国,2010,"剧情, 悬疑, 惊悚",9.2,278948,,https://movie.douban.com/subject/6846495/,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p1529066859.jpg,6846495
tt1343092,4,2019-04-10,了不起的盖茨比,巴兹·鲁赫曼,"莱昂纳多·迪卡普里奥, 凯瑞·穆里根, 托比·马奎尔",澳大利亚 美国,2013,"剧情, 爱情",8.0,709673,,https://movie.douban.com/subject/3364223/,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p2091221628.jpg,3364223
tt7668870,5,2019-04-07,网络谜踪,阿尼什·查甘蒂,"约翰·赵, 米切尔·拉, 黛博拉·梅辛",美国 俄罗斯,2018,"剧情, 悬疑, 惊悚",8.5,557123,精英老爸，做事有条有理，视角新奇故事完整,https://movie.douban.com/subject/27615441/,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p2542848758.jpg,27615441
tt4701182,3,2019-04-06,大黄蜂,特拉维斯·奈特,"海莉·斯坦菲尔德, 小豪尔赫·兰登伯格, 约翰·塞纳",美国 中国大陆,2018,"动作, 科幻, 冒险",7.0,396553,,https://movie.douban.com/subject/26394152/,https://img3.doubanio.com/view/photo/m_ratio_poster/public/p2541662397.jpg,26394152
tt9561862,4,2019-03-30,爱，死亡和机器人 第一季,"维克多·马尔多纳多, 加布里埃尔·彭纳基奥利, 阿尔弗雷多·托雷斯, 弗兰克·巴尔森, 阿尔贝托·米尔戈, 蒂姆·米勒, 达米安·纽诺, 杰罗姆·陈, 维塔利·舒舒科, 欧文·沙利文, 罗伯特·瓦利, 戴夫·威尔逊, 乔恩·叶, 哈维尔·雷西奥·格雷西亚","斯科特·怀特, 诺兰·诺斯, 马修·杨·金",美国,2019,"喜剧, 科幻, 动画",9.2,510065,,https://movie.douban.com/subject/30424374/,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p2551717438.jpg,30424374
tt12764448,4,2019-03-30,一本好书,关正文,"赵立新, 黄维德, 何雨桐",中国大陆,2018,真人秀,9.1,27298,,https://movie.douban.com/subject/30337114/,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p2536542410.jpg,30337114
tt1650453,4,2019-03-24,奇迹,是枝裕和,"前田航基, 前田旺志郎, 大塚宁宁",日本,2011,"剧情, 家庭",8.8,83006,,https://movie.douban.com/subject/4832288/,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p1172845476.jpg,4832288
tt6537238,4,2019-03-23,太空救援,克里姆·斯彭科,"弗拉季米尔·弗多维琴科夫, 帕维尔·杰列维扬科, 柳波芙·阿克肖诺娃",俄罗斯,2017,"动作, 冒险",7.6,72462,,https://movie.douban.com/subject/27073291/,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2508922375.jpg,27073291
tt0159365,4,2019-03-21,冷山,安东尼·明格拉,"裘德·洛, 妮可·基德曼, 蕾妮·齐薇格",英国 意大利 罗马尼亚 美国,2003,"剧情, 爱情, 战争",8.2,147053,,https://movie.douban.com/subject/1307332/,https://img3.doubanio.com/view/photo/m_ratio_poster/public/p1944306007.jpg,1307332
tt4846340,4,2019-03-16,隐藏人物,西奥多·梅尔菲,"塔拉吉·P·汉森, 奥克塔维亚·斯宾瑟, 加奈儿·梦奈",美国,2016,"剧情, 传记, 历史",8.9,261800,,https://movie.douban.com/subject/26615208/,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p2374067318.jpg,26615208
tt1568911,4,2019-03-15,战马,史蒂文·斯皮尔伯格,"杰瑞米·艾文, 彼得·穆兰, 艾米丽·沃森",美国,2011,"剧情, 战争",8.2,239608,,https://movie.douban.com/subject/4206436/,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p1248524406.jpg,4206436
tt0104008,4,2019-03-14,冬天的故事,埃里克·侯麦,"夏洛特·韦里, 弗里德里克·范登德里舍, 米歇尔·瓦莱蒂",法国,1992,"剧情, 爱情",8.5,55997,,https://movie.douban.com/subject/1293388/,https://img3.doubanio.com/view/photo/m_ratio_poster/public/p1665123572.jpg,1293388
tt0101316,4,2019-03-13,情人,让-雅克·阿诺,"珍·玛奇, 梁家辉, 弗雷德丽克·梅南热",法国 英国 越南,1992,"剧情, 爱情, 情色",8.2,276929,,https://movie.douban.com/subject/1291868/,https://img2.doubanio.com/view/photo/m_ratio_poster/public/p1674536431.jpg,1291868
tt1602620,4,2019-03-09,爱,迈克尔·哈内克,"让-路易·特兰蒂尼昂, 埃玛妞·丽娃, 伊莎贝尔·于佩尔",法国 德国 奥地利,2012,"剧情, 爱情",8.6,97846,,https://movie.douban.com/subject/4798707/,https://img2.doubanio.com/view/photo/m_ratio_poster/public/p1566292031.jpg,4798707
tt0107822,4,2019-03-07,钢琴课,简·坎皮恩,"霍利·亨特, 哈威·凯特尔, 山姆·尼尔",新西兰 澳大利亚 法国,1993,"剧情, 爱情, 音乐",8.1,98644,,https://movie.douban.com/subject/1293818/,https://img3.doubanio.com/view/photo/m_ratio_poster/public/p1084436357.jpg,1293818
tt0397535,3,2019-03-06,艺伎回忆录,罗伯·马歇尔,"章子怡, 渡边谦, 杨紫琼",美国,2005,"剧情, 爱情",7.6,305815,,https://movie.douban.com/subject/1309059/,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p453716919.jpg,1309059
tt3740778,4,2019-03-05,山河故人,贾樟柯,"赵涛, 张译, 梁景东",中国大陆 法国 日本,2015,"剧情, 家庭",8.1,340338,,https://movie.douban.com/subject/25890005/,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p2274320140.jpg,25890005
tt6966692,4,2019-03-04,绿皮书,彼得·法雷里,"维果·莫腾森, 马赫沙拉·阿里, 琳达·卡德里尼",美国 中国大陆,2018,"剧情, 喜剧, 音乐",8.9,1842949,,https://movie.douban.com/subject/27060077/,https://img2.doubanio.com/view/photo/m_ratio_poster/public/p2531065411.jpg,27060077
tt0389860,4,2019-03-03,人生遥控器,弗兰克·克拉斯,"亚当·桑德勒, 凯特·贝金赛尔, 克里斯托弗·沃肯",美国,2006,"剧情, 喜剧, 家庭",7.8,146428,虽然有点弱智的设定，但我还是很吃温情这一套啊,https://movie.douban.com/subject/1474185/,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p735368246.jpg,1474185
tt2042568,4,2019-03-02,醉乡民谣,"伊桑·科恩, 乔尔·科恩","奥斯卡·伊萨克, 凯瑞·穆里根, 约翰·古德曼",美国 英国 法国,2013,"剧情, 音乐",8.1,137387,,https://movie.douban.com/subject/6887029/,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2156418604.jpg,6887029
tt6155172,4,2019-03-01,罗马,阿方索·卡隆,"雅利扎·阿巴里西奥, 玛丽娜·德·塔维拉, 迭戈·科蒂娜·奥特里",墨西哥 美国,2018,"剧情, 家庭",8.2,152336,,https://movie.douban.com/subject/1950330/,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2537733205.jpg,1950330
tt1517451,4,2019-02-28,一个明星的诞生,布莱德利·库珀,"Lady Gaga, 布莱德利·库珀, 山姆·埃利奥特",美国,2018,"剧情, 爱情, 音乐",7.4,132227,评分好低，虽然后面有点乱剪辑可能有点问题，但歌是真的不错，还有就是Lady Gaga个人魅力吧,https://movie.douban.com/subject/4058933/,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p2524354600.jpg,4058933
tt5083738,3,2019-02-28,宠儿,欧格斯·兰斯莫斯,"奥利维娅·科尔曼, 艾玛·斯通, 蕾切尔·薇兹",爱尔兰 英国 美国,2018,"剧情, 喜剧, 同性",7.5,91093,,https://movie.douban.com/subject/26628282/,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2532012274.jpg,26628282
tt0446755,5,2019-02-26,面纱,约翰·卡兰,"爱德华·诺顿, 娜奥米·沃茨, 托比·琼斯",美国 中国大陆 加拿大,2006,"剧情, 爱情",8.3,193848,电影节奏配乐是喜欢的类，战乱时期的爱情来得更真挚，唯一不理解的是这么魅力的诺顿也能被出轨？,https://movie.douban.com/subject/1441238/,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p2562672848.jpg,1441238
tt1727824,4,2019-02-25,波西米亚狂想曲,布莱恩·辛格,"拉米·马雷克, 本·哈迪, 约瑟夫·梅泽罗",英国 美国,2018,"剧情, 同性, 音乐",8.6,675658,很震撼，很感染也让我喜欢上queen这个乐队，电影最纯粹的魅力,https://movie.douban.com/subject/5300054/,https://img3.doubanio.com/view/photo/m_ratio_poster/public/p2549558913.jpg,5300054
tt0075686,5,2019-02-24,安妮·霍尔,伍迪·艾伦,"伍迪·艾伦, 黛安·基顿, 托尼·罗伯茨",美国,1977,"剧情, 喜剧, 爱情",8.6,130078,把自己安排成一个话痨但我觉得对白还是很有趣，这部电影也让我对woody有新认识了,https://movie.douban.com/subject/1296987/,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p619900470.jpg,1296987
tt0853153,4,2019-02-23,斯图尔特：倒带人生,戴维·阿特伍德,"汤姆·哈迪, 本尼迪克特·康伯巴奇, George Anton",英国,2007,剧情,8.6,67191,哈迪的吐字,https://movie.douban.com/subject/2133337/,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2170102215.jpg,2133337
tt0437086,3,2019-02-23,阿丽塔：战斗天使,罗伯特·罗德里格兹,"罗莎·萨拉查, 克里斯托弗·瓦尔兹, 基恩·约翰逊",美国 日本 加拿大,2019,"动作, 科幻, 冒险",7.5,631528,好莱坞的特效还算勉强，剧情烂得不想吐槽，一个假大空的意向并不让人向往...作为不合格的预告片结束的时候完全没有引起看下一部的兴趣,https://movie.douban.com/subject/1652592/,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2535922184.jpg,1652592
tt0107808,4,2019-02-17,完美的世界,克林特·伊斯特伍德,"凯文·科斯特纳, 劳拉·邓恩, 克林特·伊斯特伍德",美国,1993,"剧情, 犯罪",9.1,352370,感人...虽然有些细节不能理解,https://movie.douban.com/subject/1300992/,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p2190556408.jpg,1300992
tt0216165,4,2019-02-16,暗战,杜琪峰,"刘德华, 刘青云, 蒙嘉慧",中国香港,1999,"剧情, 动作, 犯罪",8.6,273957,,https://movie.douban.com/subject/1298898/,https://img3.doubanio.com/view/photo/m_ratio_poster/public/p2001994907.jpg,1298898
tt0109235,4,2019-02-15,背靠背，脸对脸,"黄建新, 杨亚洲","牛振华, 雷恪生, 李强",中国大陆 中国香港,1994,剧情,9.5,171307,爸爸对它赞赏有加,https://movie.douban.com/subject/1307856/,https://img3.doubanio.com/view/photo/m_ratio_poster/public/p2505048077.jpg,1307856
tt2798920,4,2019-02-12,湮灭,亚历克斯·加兰,"娜塔莉·波特曼, 詹妮弗·杰森·李, 吉娜·罗德里格兹",美国 英国,2018,"剧情, 科幻, 惊悚",7.2,382313,视效不错虽然不是我喜欢的氛围，节奏有点慢让我很难集中精力捕捉很多细节，脑洞立意很深虽然漏洞不少...,https://movie.douban.com/subject/26384741/,https://img3.doubanio.com/view/photo/m_ratio_poster/public/p2516914607.jpg,26384741
tt0116014,3,2019-02-11,大内密探零零发,"谷德昭, 周星驰","周星驰, 刘嘉玲, 李若彤",中国香港,1996,"喜剧, 动作, 爱情",8.1,411807,,https://movie.douban.com/subject/1329936/,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2455844666.jpg,1329936
tt2371411,3,2019-02-11,画皮2,乌尔善,"周迅, 陈坤, 冯绍峰",中国大陆,2012,"剧情, 爱情, 惊悚",6.1,282824,,https://movie.douban.com/subject/4218768/,https://img3.doubanio.com/view/photo/m_ratio_poster/public/p1580617877.jpg,4218768
tt0083866,3,2019-02-10,E.T.外星人,史蒂文·斯皮尔伯格,"亨利·托马斯, 迪·沃伦斯, 罗伯特·麦克纳夫顿",美国,1982,"剧情, 科幻",8.6,349151,太过理想化，可能科幻作品看多了导致不相信这种外星生物的温情,https://movie.douban.com/subject/1294638/,https://img3.doubanio.com/view/photo/m_ratio_poster/public/p984732992.jpg,1294638
tt7605074,3,2019-02-09,流浪地球,郭帆,"吴京, 屈楚萧, 李光洁",中国大陆,2019,"科幻, 冒险, 灾难",7.9,2021590,特效有水平，台词功底和对话内容是国产烂片水平...煽情没水平但配乐还算过关，逻辑也是堪忧，爱国元素就不评价了,https://movie.douban.com/subject/26266893/,https://img3.doubanio.com/view/photo/m_ratio_poster/public/p2545472803.jpg,26266893
tt0114814,4,2019-02-06,非常嫌疑犯,布莱恩·辛格,"史蒂芬·鲍德温, 加布里埃尔·伯恩, 本尼西奥·德尔·托罗",德国 美国,1995,"悬疑, 惊悚, 犯罪",8.6,282995,,https://movie.douban.com/subject/1292214/,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p2455372830.jpg,1292214
tt2368619,3,2019-02-03,巴黎危机,詹姆斯·瓦特金斯,"伊德瑞斯·艾尔巴, 理查德·麦登, 夏洛特·勒邦",英国 法国 美国 比利时 卢森堡 中国大陆 德国,2016,"剧情, 动作",6.5,16044,,https://movie.douban.com/subject/25834333/,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p2379938430.jpg,25834333
tt5649144,4,2019-02-03,佛罗里达乐园,肖恩·贝克,"布鲁克琳·普林斯, 布丽娅·维纳特, 威廉·达福",美国,2017,"剧情, 儿童",8.1,128527,大家都在对女主三观批评质疑，然而电影本就是底层视角客观呈现而已，并未表达态度，底层有自己的苦也有小孩子的快乐，镜头好看视角全面。,https://movie.douban.com/subject/26778790/,https://img3.doubanio.com/view/photo/m_ratio_poster/public/p2496148493.jpg,26778790
tt0758758,4,2019-01-31,荒野生存,西恩·潘,"埃米尔·赫斯基, 马西娅·盖伊·哈登, 威廉·赫特",美国,2007,"剧情, 传记, 冒险",8.6,234571,如果我某天这样上路，应该是因为逃避,https://movie.douban.com/subject/1905462/,https://img3.doubanio.com/view/photo/m_ratio_poster/public/p465687407.jpg,1905462
tt0878804,3,2019-01-28,弱点,约翰·李·汉考克,"桑德拉·布洛克, 蒂姆·麦格罗, 昆东·亚伦",美国,2009,"剧情, 家庭, 传记",8.7,348916,作为真人改编，只能说普普通通，表达的一贯鸡汤，虽然年少经历有点像我喜欢的James,https://movie.douban.com/subject/3552028/,https://img3.doubanio.com/view/photo/m_ratio_poster/public/p2577248102.jpg,3552028
tt1187064,4,2019-01-28,恐怖游轮,克里斯托弗·史密斯,"梅利莎·乔治, 利亚姆·海姆斯沃斯, 迈克尔·多曼",英国 澳大利亚,2009,"剧情, 悬疑, 惊悚",8.5,967473,朋友不喜欢意淫式解密，想要真实的逻辑哈哈哈,https://movie.douban.com/subject/3011051/,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p462470694.jpg,3011051
tt0387564,4,2019-01-27,电锯惊魂,温子仁,"雷·沃纳尔, 加利·艾尔维斯, 丹尼·格洛弗",美国,2004,"悬疑, 惊悚, 恐怖",8.7,597806,说到底和电锯没关系，节奏和致命ID类似，很棒的悬疑片,https://movie.douban.com/subject/1417598/,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p726839485.jpg,1417598
tt2952602,3,2019-01-27,一个人的武林,陈德森,"甄子丹, 王宝强, 杨采妮",中国大陆 中国香港,2014,"动作, 惊悚",6.7,110649,,https://movie.douban.com/subject/24695277/,https://img3.doubanio.com/view/photo/m_ratio_poster/public/p2206992257.jpg,24695277
tt3470600,4,2019-01-27,欢乐好声音,"加斯·詹宁斯, 克里斯托夫·卢尔德莱","马修·麦康纳, 瑞茜·威瑟斯彭, 塞思·麦克法兰",美国,2016,"喜剧, 动画, 歌舞",8.1,307350,被中文名耽误的电影，歌很好听，剧情一般,https://movie.douban.com/subject/26354572/,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2411622136.jpg,26354572
tt3405276,4,2019-01-25,宠物,"亚罗·切尼, Bruno Dequier",皮埃尔·柯芬,美国,2013,"喜剧, 动画, 短片",8.9,24688,,https://movie.douban.com/subject/25750820/,https://img3.doubanio.com/view/photo/m_ratio_poster/public/p2920148982.jpg,25750820
tt3425332,4,2019-01-25,收发室惊魂,"法布里斯·朱伯特, Mark O'Hare",皮埃尔·柯芬,美国,2013,"喜剧, 动画, 短片",8.1,18694,,https://movie.douban.com/subject/25750823/,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p2195528040.jpg,25750823
tt1830633,4,2019-01-25,家庭大改造,"凯尔·巴尔达, 萨缪尔·陶雷克斯","米兰达·卡斯格拉夫, 达纳·盖尔, 艾尔西·费舍尔",美国,2010,"喜剧, 动画, 短片",8.4,17016,,https://movie.douban.com/subject/5681026/,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p2195527889.jpg,5681026
tt8529186,3,2019-01-24,西虹市首富,"闫非, 彭大魔","沈腾, 宋芸桦, 张一鸣",中国大陆,2018,喜剧,6.6,1085202,呃..勉强的爆米花，笑点还好内容就不说了，烂俗没亮点,https://movie.douban.com/subject/27605698/,https://img3.doubanio.com/view/photo/m_ratio_poster/public/p2529206747.jpg,27605698
tt8434380,3,2019-01-24,邪不压正,姜文,"彭于晏, 廖凡, 姜文",中国大陆,2018,"剧情, 喜剧, 动作",7.0,733564,剧情节奏一般，故事无聊没深度和新意，镜头有一副昆汀味，以前还以为是独树一帜的...,https://movie.douban.com/subject/26366496/,https://img2.doubanio.com/view/photo/m_ratio_poster/public/p2526297221.jpg,26366496
tt0121164,4,2019-01-22,僵尸新娘,"蒂姆·波顿, 迈克·约翰逊","约翰尼·德普, 海伦娜·伯翰·卡特, 艾米丽·沃森",美国 英国,2005,"剧情, 动画, 奇幻",8.3,396592,荒诞的画风，奇幻的设定，感动的故事,https://movie.douban.com/subject/1309060/,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p735361409.jpg,1309060
tt0092067,4,2019-01-22,天空之城,宫崎骏,"田中真弓, 横泽启子, 初井言荣",日本,1986,"动画, 奇幻, 冒险",9.2,984834,最先让我认识宫崎骏的动画,https://movie.douban.com/subject/1291583/,https://img2.doubanio.com/view/photo/m_ratio_poster/public/p2892409201.jpg,1291583
tt0481499,4,2019-01-22,疯狂原始人,"柯克·德·米科, 克里斯·桑德斯","尼古拉斯·凯奇, 艾玛·斯通, 瑞安·雷诺兹",美国,2013,"喜剧, 动画, 冒险",8.7,906045,梦工厂成功的合家欢电影,https://movie.douban.com/subject/1907966/,https://img3.doubanio.com/view/photo/m_ratio_poster/public/p1867084027.jpg,1907966
tt0775489,4,2019-01-21,魔术师,希尔万·肖默,"Jean-Claude Donda, Eilidh Rankin, Jil Aigrot",法国 英国,2010,"剧情, 动画",8.6,86016,我怕的就是这种无知的贪婪，还能用天真为自己开脱以至于不用负担,https://movie.douban.com/subject/1921583/,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p791086335.jpg,1921583
tt0460740,3,2019-01-18,超市夜未眠,西恩·埃利斯,"肖恩·比格斯代夫, 艾米莉娅·福克斯, 迈克尔·迪克森",英国 比利时,2006,"剧情, 喜剧, 爱情",7.7,119450,设计很有想象力，但我好像不太感同身受,https://movie.douban.com/subject/1945549/,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p766289100.jpg,1945549
tt1087578,4,2019-01-17,步履不停,是枝裕和,"阿部宽, 夏川结衣, 江原由希子",日本,2008,"剧情, 家庭",8.8,315198,已经习惯并喜欢上是枝裕和的叙事手法了,https://movie.douban.com/subject/2222996/,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p2375245718.jpg,2222996
tt7946836,3,2019-01-16,动物世界,韩延,"李易峰, 迈克尔·道格拉斯, 周冬雨",中国大陆,2018,"剧情, 动作, 冒险",7.2,572266,人设和部分逻辑略微尴尬，特效也有点五毛，但也算有自己风格，也看得出一定野心，这个评分还算合理,https://movie.douban.com/subject/26925317/,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p2525528688.jpg,26925317
tt3401962,5,2019-01-15,狗十三,曹保平,"张雪迎, 果靖霖, 智一桐",中国大陆,2013,"剧情, 家庭",8.2,537638,她是我们很多家庭的缩影，他关于狗的的冲动和妥协，关于感情喜欢到拒绝...正是我们的成长方式,https://movie.douban.com/subject/25716096/,https://img2.doubanio.com/view/photo/m_ratio_poster/public/p2540513831.jpg,25716096
tt1299370,4,2019-01-14,李米的猜想,曹保平,"周迅, 邓超, 张涵予",中国大陆 中国香港,2008,"剧情, 爱情, 犯罪",8.1,410451,结局那段自诉加分太多,https://movie.douban.com/subject/3230459/,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p499462449.jpg,3230459
