Const,Your Rating,Date Rated,Title,Directors,Actors,Country,Year,Genres,Douban Rating,Num Votes,MyComment,URL,Cover URL,douban_id
tt0082096,4,2025-08-14,从海底出击,沃尔夫冈·彼德森,"尤尔根·普洛斯诺, 赫贝特·格勒内梅厄, Klaus Wennemann",西德,1981,"剧情, 历史, 战争",9.1,49516,,https://movie.douban.com/subject/1293909/,https://img3.doubanio.com/view/photo/m_ratio_poster/public/p2088879323.jpg,1293909
tt0073800,0,2025-08-09,流浪艺人,西奥·安哲罗普洛斯,"伊娃·科塔曼尼多, Aliki Georgouli, Stratos Pahis",希腊,1975,"剧情, 历史, 战争",8.5,6974,,https://movie.douban.com/subject/1295759/,https://img3.doubanio.com/view/photo/m_ratio_poster/public/p2878306733.jpg,1295759
tt1112802,4,2025-08-08,白色巨塔,"西谷弘, 河野圭太, 村上正典, 岩田和行","唐泽寿明, 江口洋介, 黑木瞳",日本,2003,剧情,9.7,169546,当教授之后就看的挺难受了，虽然结局挽回了一些，虽然也能理解平民视角医院就是反派的角色，但律师说的什么就算救过3000人，死过一个就是有罪的，还是太离谱了。不知道是里见演技问题还是角色设定，看上去还是太过脸谱化，完全的理想角色，只关注过程正义可以放弃结果。很难形容全是这种“理想”真会有更好的未来吗。,https://movie.douban.com/subject/2150220/,https://img3.doubanio.com/view/photo/m_ratio_poster/public/p2892515613.jpg,2150220
tt3248598,0,2025-08-05,胜者即是正义2,"石川淳一, 城宝秀则, 西坂瑞城","堺雅人, 新垣结衣, 冈田将生",日本,2013,"喜剧, 悬疑, 犯罪",9.4,274836,,https://movie.douban.com/subject/23997724/,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2171877514.jpg,23997724
tt2276587,0,2025-08-03,胜者即是正义,"石川淳一, 城宝秀则","堺雅人, 新垣结衣, 生濑胜久",日本,2012,"剧情, 喜剧, 犯罪",9.4,378042,,https://movie.douban.com/subject/10491666/,https://img2.doubanio.com/view/photo/m_ratio_poster/public/p1901775591.jpg,10491666
tt1882928,3,2025-08-02,深夜食堂,"松冈锭司, 山下敦弘, 及川拓郎","小林薰, 须藤理彩, 田畑智子",日本,2009,剧情,9.2,190062,俗套的小制作短片电影合集,https://movie.douban.com/subject/3991933/,https://img2.doubanio.com/view/photo/m_ratio_poster/public/p1584946881.jpg,3991933
tt31193180,4,2025-08-01,罪人,瑞恩·库格勒,"迈克尔·B·乔丹, 海莉·斯坦菲尔德, 迈尔斯·凯顿",美国 澳大利亚 加拿大,2025,"剧情, 动作, 惊悚",7.7,56248,,https://movie.douban.com/subject/36742579/,https://img2.doubanio.com/view/photo/m_ratio_poster/public/p2920268831.jpg,36742579
tt1045658,3,2025-07-31,乌云背后的幸福线,大卫·O·拉塞尔,"布莱德利·库珀, 詹妮弗·劳伦斯, 罗伯特·德尼罗",美国,2012,"剧情, 喜剧, 爱情",7.7,185372,,https://movie.douban.com/subject/3094909/,https://img3.doubanio.com/view/photo/m_ratio_poster/public/p1755867083.jpg,3094909
tt3779028,3,2025-07-24,局内人,禹民镐,"李炳宪, 曹承佑, 白润植",韩国,2015,"剧情, 动作, 惊悚",8.1,131407,,https://movie.douban.com/subject/25862354/,https://img3.doubanio.com/view/photo/m_ratio_poster/public/p2275293773.jpg,25862354
tt1478839,3,2025-07-20,我在雨中等你,西蒙·柯蒂斯,"凯文·科斯特纳, 米洛·文堤米利亚, 阿曼达·塞弗里德",美国,2019,"剧情, 喜剧, 爱情",8.4,86425,,https://movie.douban.com/subject/3882427/,https://img3.doubanio.com/view/photo/m_ratio_poster/public/p2557226052.jpg,3882427
tt0087301,4,2025-07-20,芙蓉镇,谢晋,"刘晓庆, 姜文, 郑在石",中国大陆,1987,"剧情, 爱情",9.3,181387,,https://movie.douban.com/subject/1297880/,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p2575337180.jpg,1297880
tt0363589,4,2025-07-19,大象,格斯·范·桑特,"阿里克斯·弗罗斯特, 约翰·罗宾森, 埃里克·德伦",美国,2003,"剧情, 犯罪",7.9,78704,电影镜头质感很不错，哪怕重复的跟拍也不无聊,https://movie.douban.com/subject/1292272/,https://img2.doubanio.com/view/photo/m_ratio_poster/public/p1156027521.jpg,1292272
tt1791528,4,2025-07-17,性本恶,保罗·托马斯·安德森,"华金·菲尼克斯, 乔什·布洛林, 欧文·威尔逊",美国,2014,"剧情, 喜剧, 犯罪",7.1,14511,,https://movie.douban.com/subject/5432221/,https://img3.doubanio.com/view/photo/m_ratio_poster/public/p2217472082.jpg,5432221
tt1745960,0,2025-07-10,壮志凌云2：独行侠,约瑟夫·科辛斯基,"汤姆·克鲁斯, 詹妮弗·康纳利, 迈尔斯·特勒",美国 中国大陆,2022,动作,8.0,188945,,https://movie.douban.com/subject/6893932/,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p2870610648.jpg,6893932
tt0092099,0,2025-07-10,壮志凌云,托尼·斯科特,"汤姆·克鲁斯, 凯莉·麦吉利斯, 方·基默",美国,1986,"剧情, 动作",7.6,118983,,https://movie.douban.com/subject/1293799/,https://img3.doubanio.com/view/photo/m_ratio_poster/public/p1871745733.jpg,1293799
tt3829920,4,2025-07-09,勇往直前,约瑟夫·科辛斯基,"乔什·布洛林, 迈尔斯·特勒, 杰夫·布里吉斯",美国,2017,"剧情, 传记, 灾难",8.3,106070,,https://movie.douban.com/subject/26718828/,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p2506348908.jpg,26718828
tt0040897,4,2025-07-08,碧血金沙,约翰·休斯顿,"亨弗莱·鲍嘉, 沃尔特·休斯顿, 提姆·霍尔特",美国,1948,"剧情, 西部, 冒险",8.6,10871,,https://movie.douban.com/subject/1292516/,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p1729769888.jpg,1292516
tt16311594,5,2025-07-07,F1：狂飙飞车,约瑟夫·科辛斯基,"布拉德·皮特, 戴姆森·伊德瑞斯, 哈维尔·巴登",美国,2025,"剧情, 动作, 运动",8.7,353690,,https://movie.douban.com/subject/35689244/,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2922238175.jpg,35689244
tt0206518,0,2025-07-07,东京爱情故事,"永山耕三, 本间欧彦","铃木保奈美, 织田裕二, 江口洋介",日本,1991,爱情,9.3,178241,,https://movie.douban.com/subject/1438760/,https://img2.doubanio.com/view/photo/m_ratio_poster/public/p2554261701.jpg,1438760
tt0079182,0,2025-07-04,复仇在我,今村昌平,"绪形拳, 三国连太郎, 日向铃子",日本,1979,"剧情, 犯罪",8.5,16184,,https://movie.douban.com/subject/1294940/,https://img3.doubanio.com/view/photo/m_ratio_poster/public/p2872129162.jpg,1294940
tt0070359,3,2025-07-04,母亲与娼妓,让·厄斯塔什,"让-皮埃尔·利奥德, 贝纳德特·拉封, 弗朗索瓦兹·勒布伦",法国,1973,剧情,7.9,2701,,https://movie.douban.com/subject/1295252/,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2872938144.jpg,1295252
tt0091406,4,2025-07-03,恋恋风尘,侯孝贤,"李天禄, 辛树芬, 王晶文",中国台湾,1986,"剧情, 爱情",8.7,109779,,https://movie.douban.com/subject/1292330/,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p743473590.jpg,1292330
tt0108471,4,2025-07-02,亚伯拉罕山谷,曼努埃尔·德·奥利维拉,"里诺尔·森微娜, 路易斯·米格尔·辛特拉, 鲁伊·德·卡瓦略",法国 葡萄牙 瑞士,1993,剧情,8.0,1673,,https://movie.douban.com/subject/1303467/,https://img3.doubanio.com/view/photo/m_ratio_poster/public/p2920162347.jpg,1303467
tt0831848,3,2025-06-30,蜡笔小新：大人王国的反击,原惠一,"矢岛晶子, 楢桥美纪, 藤原启治",日本,2001,"喜剧, 动画",9.0,80413,,https://movie.douban.com/subject/1958667/,https://img3.doubanio.com/view/photo/m_ratio_poster/public/p2922328832.jpg,1958667
tt0072684,5,2025-06-30,巴里·林登,斯坦利·库布里克,"瑞安·奥尼尔, 马里莎·贝伦森, 帕特里克·马基",英国 美国,1975,"剧情, 爱情, 战争",8.8,52260,,https://movie.douban.com/subject/1292472/,https://img2.doubanio.com/view/photo/m_ratio_poster/public/p2198677761.jpg,1292472
tt0964517,4,2025-06-26,斗士,大卫·O·拉塞尔,"马克·沃尔伯格, 克里斯蒂安·贝尔, 艾米·亚当斯",美国,2010,"剧情, 家庭, 传记",7.9,40832,,https://movie.douban.com/subject/2056093/,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p839415858.jpg,2056093
tt1588170,4,2025-06-25,看见恶魔,金知云,"李炳宪, 崔岷植, 金诗云",韩国,2010,"剧情, 惊悚, 犯罪",7.9,126174,,https://movie.douban.com/subject/4280770/,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p803565079.jpg,4280770
tt0105265,0,2025-06-24,大河恋,罗伯特·雷德福,"克莱格·谢佛, 布拉德·皮特, 汤姆·斯凯里特",美国,1992,"剧情, 家庭",8.5,82950,,https://movie.douban.com/subject/1292718/,https://img3.doubanio.com/view/photo/m_ratio_poster/public/p2503828232.jpg,1292718
tt0441909,0,2025-06-22,回归,佩德罗·阿莫多瓦,"佩内洛普·克鲁兹, 卡门·毛拉, 洛拉·杜埃尼亚斯",西班牙,2006,"剧情, 喜剧, 悬疑",8.2,56004,,https://movie.douban.com/subject/1689787/,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2213137026.jpg,1689787
tt0064116,4,2025-06-19,西部往事,赛尔乔·莱昂内,"克劳迪娅·卡汀娜, 亨利·方达, 杰森·罗巴兹",意大利 美国,1968,"剧情, 犯罪, 西部",8.7,63165,,https://movie.douban.com/subject/1293394/,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p792368479.jpg,1293394
tt4971344,0,2025-06-17,希斯特斯兄弟,雅克·欧迪亚,"约翰·C·赖利, 华金·菲尼克斯, 杰克·吉伦哈尔",法国 西班牙 罗马尼亚 比利时 美国,2018,"犯罪, 西部, 冒险",7.7,19131,,https://movie.douban.com/subject/26600786/,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2532760814.jpg,26600786
tt0058003,4,2025-06-15,红色沙漠,米开朗基罗·安东尼奥尼,"莫妮卡·维蒂, 理查德·哈里斯, 卡洛·基奥内蒂",意大利 法国,1964,剧情,7.9,28411,,https://movie.douban.com/subject/1299261/,https://img3.doubanio.com/view/photo/m_ratio_poster/public/p2248487533.jpg,1299261
tt0060959,3,2025-06-12,雏菊,维拉·希蒂洛娃,"雅罗斯拉夫·库切拉, 伊万娜·卡尔班诺娃, 埃斯特尔·克伦巴赫乔娃",捷克斯洛伐克,1966,"剧情, 喜剧",8.5,16089,,https://movie.douban.com/subject/1296500/,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2392561926.jpg,1296500
tt8334322,4,2025-06-11,天国还很遥远,滨口龙介,"冈部尚, 小川杏, 玄理",日本,2016,"剧情, 短片",8.3,4273,,https://movie.douban.com/subject/26907367/,https://img3.doubanio.com/view/photo/m_ratio_poster/public/p2401109553.jpg,26907367
tt0055031,0,2025-06-10,纽伦堡的审判,斯坦利·克雷默,"斯宾塞·屈塞, 伯特·兰卡斯特, 理查德·威德马克",美国,1961,"剧情, 历史",9.1,10620,,https://movie.douban.com/subject/1292589/,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p2462065580.jpg,1292589
tt3347812,0,2025-06-05,触不到的肌肤,滨口龙介,"染谷将太, 涩川清彦, 石田法嗣",日本,2014,短片,7.2,2394,,https://movie.douban.com/subject/24705280/,https://img3.doubanio.com/view/photo/m_ratio_poster/public/p2170946582.jpg,24705280
tt0317171,0,2025-05-30,祝福,阿彼察邦·韦拉斯哈古,"Kanokporn Tongaram, Min Oo, 金吉拉·潘帕斯",泰国 法国,2002,"剧情, 爱情",7.8,2490,,https://movie.douban.com/subject/1307997/,https://img3.doubanio.com/view/photo/m_ratio_poster/public/p2340161023.jpg,1307997
tt20215968,0,2025-05-28,职业杀手,理查德·林克莱特,"格伦·鲍威尔, 阿德里娅·阿霍纳, 奥斯丁·阿梅里奥",美国,2023,"喜剧, 动作, 爱情",7.0,22868,,https://movie.douban.com/subject/35898983/,https://img3.doubanio.com/view/photo/m_ratio_poster/public/p2908994553.jpg,35898983
tt0040525,0,2025-05-26,上海小姐,奥逊·威尔斯,"丽塔·海华斯, 奥逊·威尔斯, 埃弗雷特·斯隆",美国,1947,"剧情, 悬疑, 犯罪",8.0,9586,,https://movie.douban.com/subject/1292584/,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p900360009.jpg,1292584
tt2901736,0,2025-05-25,爸妈不在家,陈哲艺,"杨雁雁, 陈天文, 安吉莉·芭雅妮",新加坡 日本 中国台湾 法国,2013,剧情,8.0,43052,,https://movie.douban.com/subject/24324730/,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2007356495.jpg,24324730
tt0347246,0,2025-05-25,攻壳机动队2：无罪,押井守,"田中敦子, 大塚明夫, 山寺宏一",日本,2004,"剧情, 科幻, 动画",9.1,80086,,https://movie.douban.com/subject/1291566/,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p1910832189.jpg,1291566
tt12299608,3,2025-05-18,编号17,奉俊昊,"罗伯特·帕丁森, 娜奥米·阿基, 史蒂文·元",美国 韩国,2025,"剧情, 科幻, 冒险",6.6,88121,,https://movie.douban.com/subject/34429795/,https://img2.doubanio.com/view/photo/m_ratio_poster/public/p2918518301.jpg,34429795
tt0102439,0,2025-05-13,鹳鸟踟蹰,西奥·安哲罗普洛斯,"马塞洛·马斯楚安尼, 让娜·莫罗",法国 意大利 希腊 瑞士,1991,"剧情, 爱情",8.7,13620,,https://movie.douban.com/subject/1302789/,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2649401854.jpg,1302789
tt0070644,0,2025-05-12,婚姻生活,英格玛·伯格曼,"丽芙·乌曼, 厄兰·约瑟夫森, 古内尔·林德布洛姆",瑞典,1973,"剧情, 爱情",9.0,31372,,https://movie.douban.com/subject/1292981/,https://img3.doubanio.com/view/photo/m_ratio_poster/public/p2037298187.jpg,1292981
tt0090182,0,2025-05-10,寻找小津,维姆·文德斯,"笠智众, 沃纳·赫尔佐格, 厚田雄春",美国 西德,1985,纪录片,8.0,5709,,https://movie.douban.com/subject/1302966/,https://img3.doubanio.com/view/photo/m_ratio_poster/public/p2290936832.jpg,1302966
tt0036868,4,2025-05-09,黄金时代,威廉·惠勒,"玛娜·洛伊, 弗雷德里克·马奇, 达纳·安德鲁斯",美国,1946,"剧情, 爱情, 战争",8.2,6690,,https://movie.douban.com/subject/1294100/,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p2286212708.jpg,1294100
tt0110148,3,2025-05-06,夜访吸血鬼,尼尔·乔丹,"布拉德·皮特, 汤姆·克鲁斯, 克尔斯滕·邓斯特",美国,1994,"剧情, 惊悚, 奇幻",8.3,298688,,https://movie.douban.com/subject/1299327/,https://img3.doubanio.com/view/photo/m_ratio_poster/public/p2408753707.jpg,1299327
tt0120265,0,2025-04-24,樱桃的滋味,阿巴斯·基亚罗斯塔米,"赫玛永·厄沙迪, 阿卜杜拉曼·巴赫里, 阿夫欣·呼罗希德·巴赫蒂亚里",法国 伊朗,1997,剧情,8.1,46375,,https://movie.douban.com/subject/1296177/,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p2522781398.jpg,1296177
tt0120586,3,2025-04-21,美国X档案,托尼·凯耶,"爱德华·诺顿, 爱德华·福隆, 比佛莉·德安姬罗",美国,1998,"剧情, 犯罪",8.4,106216,,https://movie.douban.com/subject/1293527/,https://img3.doubanio.com/view/photo/m_ratio_poster/public/p792437057.jpg,1293527
tt0035446,4,2025-04-16,你逃我也逃,恩斯特·刘别谦,"卡洛·朗白, 杰克·本尼, 罗伯特·斯塔克",美国,1942,"喜剧, 爱情, 战争",9.2,56836,,https://movie.douban.com/subject/1303418/,https://img3.doubanio.com/view/photo/m_ratio_poster/public/p1339915772.jpg,1303418
tt30127325,4,2025-04-15,黑镜 第七季,"阿丽·潘基乌, 托比·海恩斯, 王昊鹭, 大卫·斯雷德, 克里斯托弗·巴雷特, 卢克·泰勒","拉什达·琼斯, 克里斯·奥多德, 翠西·艾利斯·罗斯",美国,2025,"剧情, 科幻, 悬疑",8.6,113002,第一集为什么不能用lux的功能干别的工作….虽然只是作为讽刺，不说什么法律监管公司声誉…能到最后那步社会氛围还是挺夸张的,https://movie.douban.com/subject/36653963/,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2920242376.jpg,36653963
tt6628102,4,2025-04-12,野梨树,努里·比格·锡兰,"岛吾·德米尔考, 穆拉特·杰姆吉尔, 本努·耶勒德热姆拉尔",土耳其 马其顿 法国 德国 波黑 保加利亚 瑞典,2018,剧情,8.1,25337,电影的摄影和表达的内容都不错…但是太冗长了点，或许也是电影表达的东西，但宗教那块有点走神了,https://movie.douban.com/subject/26878883/,https://img3.doubanio.com/view/photo/m_ratio_poster/public/p2546455482.jpg,26878883
tt0071141,5,2025-04-11,恐惧吞噬灵魂,赖纳·维尔纳·法斯宾德,"布里吉特·米拉, 埃尔·赫迪·本·萨利姆, 伊尔姆·赫尔曼",西德,1974,"剧情, 爱情",8.5,21420,,https://movie.douban.com/subject/1294092/,https://img2.doubanio.com/view/photo/m_ratio_poster/public/p2553755181.jpg,1294092
tt0093512,4,2025-04-10,莫里斯,詹姆斯·伊沃里,"詹姆斯·维尔比, 休·格兰特, 鲁珀特·格雷夫斯",英国,1987,"剧情, 爱情, 同性",8.8,99797,,https://movie.douban.com/subject/1293456/,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p2455549510.jpg,1293456
tt0109685,4,2025-04-02,独立时代,杨德昌,"陈湘琪, 王柏森, 邓安宁",中国台湾,1994,剧情,8.8,74705,,https://movie.douban.com/subject/1304476/,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2873828796.jpg,1304476
tt15180436,5,2025-03-26,人生切割术 第二季,"本·斯蒂勒, 塞缪尔·多诺万, 乌塔·布里泽维茨, 杰西卡·李·加涅","亚当·斯科特, 布丽特·洛薇尔, 特拉梅尔·提尔曼",美国,2025,"剧情, 科幻, 悬疑",8.2,56070,,https://movie.douban.com/subject/35783948/,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p2916136389.jpg,35783948
tt1403865,4,2025-03-24,大地惊雷,"乔尔·科恩, 伊桑·科恩","杰夫·布里吉斯, 海莉·斯坦菲尔德, 马特·达蒙",美国,2010,"剧情, 西部, 冒险",8.4,132513,,https://movie.douban.com/subject/3626372/,https://img3.doubanio.com/view/photo/m_ratio_poster/public/p1046956087.jpg,3626372
tt0817225,5,2025-03-21,密阳,李沧东,"全度妍, 宋康昊, 赵勇进",韩国,2007,剧情,8.0,67869,,https://movie.douban.com/subject/1853770/,https://img3.doubanio.com/view/photo/m_ratio_poster/public/p1193264503.jpg,1853770
tt0062136,4,2025-03-16,玩乐时间,雅克·塔蒂,"雅克·塔蒂, 芭芭拉·丹内克, 丽塔·麦登",法国 意大利,1967,喜剧,8.8,41267,,https://movie.douban.com/subject/1303543/,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p2192795338.jpg,1303543
tt14961016,0,2025-03-12,我仍在此,沃尔特·塞勒斯,"费尔南达·托雷斯, 费尔南达·蒙特内格罗, 赛尔顿·梅罗",巴西 法国,2024,"剧情, 传记, 历史",7.8,23730,,https://movie.douban.com/subject/35512487/,https://img3.doubanio.com/view/photo/m_ratio_poster/public/p2921338462.jpg,35512487
tt0070820,3,2025-03-09,土狼之旅,吉布里尔·迪奥普·曼贝蒂,"Magaye Niang, Mareme Niang, Christoph Colomb",塞内加尔,1973,剧情,7.6,1279,镜头有点意思 但内容却是不欣赏,https://movie.douban.com/subject/1424576/,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p1825177424.jpg,1424576
tt0154420,4,2025-03-08,家宴,托马斯·温特伯格,"乌尔里奇·汤姆森, 赫宁·莫里岑, 托玛斯·博·拉森",丹麦 瑞典,1998,剧情,8.4,11162,,https://movie.douban.com/subject/1292908/,https://img2.doubanio.com/view/photo/m_ratio_poster/public/p2499986751.jpg,1292908
tt11280740,0,2025-02-23,人生切割术 第一季,"本·斯蒂勒, 伊费·麦卡德尔","亚当·斯科特, 扎克·切利, 布丽特·洛薇尔",美国,2022,"剧情, 科幻, 悬疑",9.1,169084,,https://movie.douban.com/subject/34885342/,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p2870952920.jpg,34885342
tt8999762,4,2025-02-22,粗野派,布拉迪·科贝特,"阿德里安·布罗迪, 菲丽希缇·琼斯, 盖·皮尔斯",美国 英国,2024,"剧情, 传记",7.2,31687,,https://movie.douban.com/subject/30388206/,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p2914469700.jpg,30388206
tt0090756,4,2025-02-21,未知电影,,,,,,0.0,0,,https://movie.douban.com/subject/1298697/,https://img2.doubanio.com/f/frodo/753fa1e93c945e533e52dddab73b2b55a1083083/pics/subject/movie_large.jpg,1298697
tt1309449,3,2025-02-19,赌博默示录,佐藤东弥,"藤原龙也, 天海祐希, 香川照之",日本,2009,剧情,7.2,42319,,https://movie.douban.com/subject/3259956/,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2200768775.jpg,3259956
tt29452517,4,2025-02-18,老狐狸,萧雅全,"白润音, 刘冠廷, 陈慕义",中国台湾,2023,剧情,8.1,98897,,https://movie.douban.com/subject/35611467/,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p2900908599.jpg,35611467
tt1020773,4,2025-02-13,合法副本,阿巴斯·基亚罗斯塔米,"朱丽叶·比诺什, 威廉姆·西梅尔, 让-克劳德·卡里埃尔",法国 意大利 比利时 伊朗,2010,剧情,8.0,33665,剧本挺好的，但是不符合预期，本以为轻松浪漫，实则有些沉重聒噪,https://movie.douban.com/subject/2973543/,https://img3.doubanio.com/view/photo/m_ratio_poster/public/p567795093.jpg,2973543
tt30836045,0,2025-02-04,白蛇：浮生,"陈健喜, 李佳锴","张喆, 杨天翔, 唐小喜",中国大陆,2024,"喜剧, 爱情, 动画",7.0,142718,,https://movie.douban.com/subject/36463483/,https://img3.doubanio.com/view/photo/m_ratio_poster/public/p2911337432.jpg,36463483
tt34956443,3,2025-02-01,哪吒之魔童闹海,饺子,"吕艳婷, 囧森瑟夫, 瀚墨",中国大陆,2025,"剧情, 喜剧, 动画",8.5,1431323,,https://movie.douban.com/subject/34780991/,https://img2.doubanio.com/view/photo/m_ratio_poster/public/p2916323291.jpg,34780991
tt0365748,4,2025-01-31,僵尸肖恩,埃德加·赖特,"西蒙·佩吉, 尼克·弗罗斯特, 凯特·阿什菲尔德",英国 法国 美国,2004,"喜剧, 恐怖",7.6,222588,,https://movie.douban.com/subject/1308755/,https://img2.doubanio.com/view/photo/m_ratio_poster/public/p2189849741.jpg,1308755
tt0378194,4,2025-01-30,杀死比尔2,昆汀·塔伦蒂诺,"乌玛·瑟曼, 大卫·卡拉丁, 刘家辉",美国,2004,"动作, 惊悚, 犯罪",8.1,354585,,https://movie.douban.com/subject/1291584/,https://img3.doubanio.com/view/photo/m_ratio_poster/public/p1910897532.jpg,1291584
tt31392609,4,2025-01-28,姥姥的外孙,帕特·波尼蒂帕特,"普提蓬·阿萨拉塔纳功, 乌萨·萨梅坎姆, 莎琳拉·托马斯",泰国,2024,剧情,8.8,326937,,https://movie.douban.com/subject/36328210/,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p2911511570.jpg,36328210
tt20561198,4,2025-01-28,杂种,尼科莱·阿尔赛,"麦斯·米科尔森, 阿曼达·科林, 古斯塔夫·林德",丹麦 瑞典 挪威 德国,2023,"剧情, 传记, 历史",8.3,42301,,https://movie.douban.com/subject/35699773/,https://img2.doubanio.com/view/photo/m_ratio_poster/public/p2900726031.jpg,35699773
tt32086077,4,2025-01-13,想象之光,帕亚尔·卡帕迪亚,"卡尼·库斯鲁蒂, 迪维亚·普拉巴, 查亚·卡达姆",法国 印度 荷兰 卢森堡 意大利,2024,剧情,7.5,14805,,https://movie.douban.com/subject/35965772/,https://img3.doubanio.com/view/photo/m_ratio_poster/public/p2909049672.jpg,35965772
tt17526714,0,2025-01-07,某种物质,科拉莉·法尔雅,"黛米·摩尔, 玛格丽特·库里, 丹尼斯·奎德",法国 英国 美国,2024,"剧情, 恐怖",7.5,262941,还有40分钟的时候就看不下去了，，搜了下评价说是还会更来劲，，那还是算了，我口味还是太脆了,https://movie.douban.com/subject/35882838/,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p2912441039.jpg,35882838
tt0058450,4,2025-01-02,瑟堡的雨伞,雅克·德米,"凯瑟琳·德纳芙, 尼诺·卡斯泰尔诺沃, 安妮·维尔侬",法国 西德,1964,"剧情, 爱情, 歌舞",7.7,15783,,https://movie.douban.com/subject/1301646/,https://img3.doubanio.com/view/photo/m_ratio_poster/public/p2377633842.jpg,1301646
tt0091989,5,2025-01-02,其后,森田芳光,"松田优作, 藤谷美和子, 小林薰",日本,1985,剧情,8.4,10676,,https://movie.douban.com/subject/1294580/,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p1859987414.jpg,1294580
tt0077711,5,2024-12-23,秋日奏鸣曲,英格玛·伯格曼,"英格丽·褒曼, 丽芙·乌曼, 莱娜·尼曼",瑞典 西德 英国,1978,"剧情, 家庭",9.0,46393,,https://movie.douban.com/subject/1297268/,https://img3.doubanio.com/view/photo/m_ratio_poster/public/p2034707962.jpg,1297268
tt28607951,4,2024-12-21,阿诺拉,肖恩·贝克,"麦琪·麦迪森, 马克·埃德尔斯坦, 尤拉·鲍里索夫",美国,2024,"剧情, 喜剧, 爱情",6.3,162357,,https://movie.douban.com/subject/36195543/,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p2912764859.jpg,36195543
tt1638355,4,2024-12-16,秘密特工,盖·里奇,"亨利·卡维尔, 艾米·汉莫, 艾丽西亚·维坎德",美国 英国,2015,"喜剧, 动作, 冒险",8.1,180616,,https://movie.douban.com/subject/6845667/,https://img3.doubanio.com/view/photo/m_ratio_poster/public/p2251290212.jpg,6845667
tt4768776,4,2024-12-12,这时对，那时错,洪常秀,"郑在泳, 金敏喜, 尹汝贞",韩国,2015,剧情,7.6,37917,,https://movie.douban.com/subject/26297388/,https://img2.doubanio.com/view/photo/m_ratio_poster/public/p2264531221.jpg,26297388
tt0068182,3,2024-12-11,阿基尔，上帝的愤怒,沃纳·赫尔佐格,"克劳斯·金斯基, 彼得·贝尔林, 海伦娜·罗霍",西德 墨西哥,1972,"剧情, 传记, 历史",8.2,12418,,https://movie.douban.com/subject/1306002/,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p2528956368.jpg,1306002
tt0041959,4,2024-12-01,第三人,卡罗尔·里德,"约瑟夫·科顿, 阿莉达·瓦利, 奥逊·威尔斯",英国,1949,"悬疑, 惊悚, 黑色电影",8.1,26401,,https://movie.douban.com/subject/1295451/,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2193745066.jpg,1295451
tt0451094,4,2024-11-29,亲切的金子,朴赞郁,"李英爱, 崔岷植, 金时厚",韩国,2005,"剧情, 惊悚, 犯罪",7.6,195422,,https://movie.douban.com/subject/1412579/,https://img3.doubanio.com/view/photo/m_ratio_poster/public/p2561799537.jpg,1412579
tt0019760,4,2024-11-25,持摄影机的人,吉加·维尔托夫,Mikhail Kaufman,苏联,1929,纪录片,9.1,20518,,https://movie.douban.com/subject/1293199/,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p2907358679.jpg,1293199
tt1176096,4,2024-11-23,夜与日,洪常秀,"金英浩, 朴恩惠, 黄秀贞",韩国,2008,剧情,7.7,10488,,https://movie.douban.com/subject/2969891/,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p2553247869.jpg,2969891
