douban_id,imdb_id,Title,failed_at
3200195.0,tt0377169,龙珠GT,2025-08-18 01:57:04.887169
6312211.0,tt6622786,爱情公寓3,2025-08-18 01:57:25.697119
30423905.0,tt11459250,大江大河2,2025-08-18 01:57:41.057481
25984031.0,tt4451792,JOJO的奇妙冒险 星尘斗士 埃及篇,2025-08-18 01:57:47.864
